"token
",m1,m2,m3,m4c,m4,m5c,m5,mod_class_id,mod_class_name,mod_term,mod_ay,mod_sem,mod_module_code
27923_1408,2,4,3,,Concise,Bad text 3,Project,EC3332,An Introduction to Literary Studies,1640,16,4,1060
28413_1808,3,4,1,,Concise,Bad text 3,Project,CS3241,Digital Design,810,8,1,1094
28888_532,4,5,2,,Concise,Bad text 3,Project,SC1101E,Physics IE,1720,17,2,1072
2985_936,5,1,5,,Concise,Bad text 3,Project,EG1413,Introduction to Operating Systems,1710,17,1,1455
3174_1765,3,3,3,,Concise,Bad text 3,Project,PL3232,Programming for Computer Interfaces,1020,10,2,1053
31952_526,3,5,2,,Concise,Bad text 3,Project,GEK1520,Understand'g Uncertainty & Stats Think'g,1510,15,1,12838
32246_602,1,4,3,,Concise,Bad text 3,Project,CS2100,The Evolution of a Global City-State,820,8,2,1071
32480_93,2,5,4,,Concise,Bad text 3,Project,EG1108,Linear Algebra I,1030,10,3,1076
34360_1411,2,2,3,,Concise,Bad text 3,Project,CM1401,Business Analytics - Data & Decisions,1010,10,1,1455
3450_811,2,1,4,,Concise,Bad text 3,Project,NM2220,Principles Of Property Law,1110,11,1,5352
3620_43,3,1,2,,Concise,Bad text 3,Project,CL2280,Computer Architecture,1110,11,1,1072
36785_1377,1,5,4,,Concise,Bad text 3,Project,SSA2211,Geographical Journeys: Exploring World Environments,1020,10,2,5646
36790_1510,5,4,1,,Concise,Bad text 3,Project,EG1108,Linear Algebra I,1110,11,1,1659
38537_308,2,5,1,,Concise,Bad text 3,Project,EE2007,Geopolitics:Geographies of War & Peace,1210,12,1,1144
3861_704,4,1,5,,Concise,Bad text 3,Project,PF2105,Real Estate Market Analysis,1600,16,0,1281
39235_1404,5,5,3,,Concise,Bad text 3,Project,EC1101E,Changing Landscapes of Singapore,1020,10,2,1304
40037_1124,1,3,4,,Concise,Bad text 3,Project,ME2142,Fundamentals of Physics II,1310,13,1,1304
40799_1801,3,4,4,,Concise,Bad text 3,Project,ST2132,Econometrics II,1710,17,1,5729
41791_586,1,2,1,,Concise,Bad text 3,Project,EC2102,Understanding the Universe,1710,17,1,1255
42979_1828,2,1,4,,Concise,Bad text 3,Project,PC1141,Linear and Network Optimisation,1120,11,2,2892
44412_1691,1,1,5,,Concise,Bad text 3,Project,CS1101C,Business Communication for Leaders (BBA),1410,14,1,8504
44857_576,1,4,4,,Concise,Bad text 3,Project,ST1232,Microeconomic Analysis I,1720,17,2,1791
4611_76,5,3,5,,Concise,Bad text 3,Project,EG1108,Linear Algebra I,1010,10,1,2786
4731_1654,1,3,2,,Concise,Bad text 3,Project,ES2002,Fluid Mechanics I,820,8,2,1007
47464_1920,1,2,4,,Concise,Bad text 3,Project,NM3217,Infrastructure & The Environment,1610,16,1,1002
47561_245,2,1,5,,Concise,Bad text 3,Project,PR2104,Musical Concepts and Materials II,1140,11,4,1451
48401_1991,4,5,5,,Concise,Bad text 3,Project,ME3162,Data Structures and Algorithms,610,6,1,1521
49660_733,1,5,1,,Concise,Bad text 3,Project,LSM2241,Advanced Experiments In Analytical & Physical Chemistry,1620,16,2,1271
5007_593,3,2,2,,Concise,Bad text 3,Project,BMA5008,Digital Construction,1410,14,1,1062
50269_1942,4,4,4,,Concise,Bad text 3,Project,EE2009,Ecology and Environment,913,9,1.3,1810
50503_702,1,2,3,,Concise,Bad text 3,Project,GE2220,Instrumental Analysis II,1620,16,2,15557
52814_1478,2,4,2,,Concise,Bad text 3,Project,EE2006,Hydraulics,1410,14,1,1299
5286_247,5,4,5,,Concise,Bad text 3,Project,MNO1001,Finance,1120,11,2,1620
52991_1286,5,5,1,,Concise,Bad text 3,Project,SSA1202,Engineering & Uncertainty Analyses,920,9,2,15557
55421_394,3,1,3,,Concise,Bad text 3,Project,GEQ1000,Operations Management,1220,12,2,1367
57539_1091,1,4,4,,Concise,Bad text 3,Project,CS1231,Nation-Building in Singapore,1510,15,1,6155
58129_457,3,1,4,,Concise,Bad text 3,Project,CN1111,Physical Chemistry 1,510,5,1,1229
58129_457,3,3,5,,Concise,Bad text 3,Project,LSM1303,Computer Aided Data Analysis,510,5,1,1286
58863_568,3,1,3,,Concise,Bad text 3,Project,ME2151,Probability and Statistics,820,8,2,1937
5949_1030,5,5,2,,Concise,Bad text 3,Project,SN1101E,Government and Politics of Singapore,1010,10,1,1345
6018_1779,5,5,5,,Concise,Bad text 3,Project,LAJ1201,DOCTORAL SEMINARS,620,6,2,1093
61788_1596,1,5,4,,Concise,Bad text 3,Project,CN3109,Advanced Experiments In Organic & Inorganic Chemistry,1340,13,4,1067
62019_1385,4,4,1,,Concise,Bad text 3,Project,EG5911,Electrical Energy Systems,1010,10,1,1587
6900_1846,5,1,3,,Concise,Bad text 3,Project,SSA2202,Japanese 2,810,8,1,1522
8010_575,4,3,2,,Concise,Bad text 3,Project,EC3322,Chemical Engineering Process Laboratory I,1120,11,2,1029
9437_272,1,4,1,,Concise,Bad text 3,Project,LAG1201,Public Speaking and Critical Reasoning,710,7,1,1284
10038_589,3,2,2,Good text 1,Fun,Bad text 4,Boring,CN3135,Simulation,1610,16,1,1699
1010_66,3,4,1,Good text 1,Fun,Bad text 4,Boring,EE2005,Cosmetics & Perfumes,610,6,1,2132
10910_391,1,3,1,Good text 1,Fun,Bad text 4,Boring,CS1102C,Making of Modern Europe,820,8,2,1107
12223_441,5,3,2,Good text 1,Fun,Bad text 4,Boring,ACC1002X,Roots and Wings - Personal and Interpersonal Effectiveness 1.0,1520,15,2,1243
12980_196,4,3,2,Good text 1,Fun,Bad text 4,Boring,DP1001,Mathematics I,820,8,2,1012
13707_1927,3,3,1,Good text 1,Fun,Bad text 4,Boring,NM1101E,Asking Questions,1110,11,1,1620
14300_610,5,3,3,Good text 1,Fun,Bad text 4,Boring,NUR3113,Economy of Modern China I,1120,11,2,12337
14355_1456,1,2,3,Good text 1,Fun,Bad text 4,Boring,PL3235,Quantitative Methods for Economic Analysis,1620,16,2,1593
14582_1107,4,5,3,Good text 1,Fun,Bad text 4,Boring,PL1101E,Electrical Engineering,1320,13,2,1810
14582_1107,3,1,5,Good text 1,Fun,Bad text 4,Boring,PS1101E,StepUp Module (A Career Development Programme),1320,13,2,1276
15417_234,2,5,1,Good text 1,Fun,Bad text 4,Boring,PC1221,Regression Analysis,1710,17,1,1254
15997_946,1,2,2,Good text 1,Fun,Bad text 4,Boring,ST1131,Calculus,810,8,1,1196
18187_1231,5,2,1,Good text 1,Fun,Bad text 4,Boring,MA2101,Darwin and Evolution,1140,11,4,1389
20724_669,5,4,3,Good text 1,Fun,Bad text 4,Boring,PL3239,Popular Culture in Singapore,910,9,1,5941
21223_1642,3,4,5,Good text 1,Fun,Bad text 4,Boring,CFG1010,Engineering Professionalism,910,9,1,1016
21274_8,5,4,5,Good text 1,Fun,Bad text 4,Boring,CS1010E,Principles of Marketing,1420,14,2,1449
21542_368,4,3,3,Good text 1,Fun,Bad text 4,Boring,CS3241,Digital Design,830,8,3,1348
23725_1777,5,1,5,Good text 1,Fun,Bad text 4,Boring,SC2101,Immunology,1110,11,1,1482
24735_1640,5,2,1,Good text 1,Fun,Bad text 4,Boring,LSM2103,Introduction to Politics,1620,16,2,1047
24911_894,5,4,3,Good text 1,Fun,Bad text 4,Boring,LSM2241,Advanced Experiments In Analytical & Physical Chemistry,930,9,3,2075
25132_689,1,3,4,Good text 1,Fun,Bad text 4,Boring,NM2102,Construction Technology,1520,15,2,1261
25800_478,2,5,5,Good text 1,Fun,Bad text 4,Boring,MNO2009,Japanese 3,1710,17,1,8749
26842_1679,3,1,5,Good text 1,Fun,Bad text 4,Boring,MLE1101,Human Capital in Organizations,920,9,2,2075
28618_307,1,1,3,Good text 1,Fun,Bad text 4,Boring,PL3233,Fundamentals Of Mechanical Design,920,9,2,1213
28906_1347,2,3,2,Good text 1,Fun,Bad text 4,Boring,PL2132,Writing Academically: Arts and Social Sciences,1510,15,1,15553
28955_165,5,4,5,Good text 1,Fun,Bad text 4,Boring,CS1102,Mechanical Systems Design,1210,12,1,1787
30625_514,5,1,1,Good text 1,Fun,Bad text 4,Boring,ACC2002,Introduction to Economic Analysis,1710,17,1,15556
30885_1527,3,1,5,Good text 1,Fun,Bad text 4,Boring,LC3001A,Global Issues,410,4,1,1277
30924_1055,4,2,5,Good text 1,Fun,Bad text 4,Boring,MA1506,Mathematics II,1510,15,1,1217
31009_1322,4,5,2,Good text 1,Fun,Bad text 4,Boring,MD4150,Chemical Engineering Process Laboratory II,1210,12,1,15258
31051_846,1,5,4,Good text 1,Fun,Bad text 4,Boring,MA2214,Dissertation,920,9,2,3474
31545_1229,2,4,4,Good text 1,Fun,Bad text 4,Boring,GEK2001,Introduction to Electronic Commerce,1420,14,2,1250
32981_1244,1,2,4,Good text 1,Fun,Bad text 4,Boring,CN3132,Introduction to Programming with Matlab,1810,18,1,1021
34331_720,2,4,4,Good text 1,Fun,Bad text 4,Boring,DSC2006,Managerial Economics,1810,18,1,1869
3556_1768,1,4,1,Good text 1,Fun,Bad text 4,Boring,EE2012,Mathematical Analysis I,720,7,2,3960
36856_1259,2,1,3,Good text 1,Fun,Bad text 4,Boring,PH1102E,"Legal Analysis, Research & Communication",1140,11,4,1487
37133_1095,3,4,2,Good text 1,Fun,Bad text 4,Boring,ME4101A,Industrial Attachment,820,8,2,1175
37368_286,5,1,4,Good text 1,Fun,Bad text 4,Boring,SC2101,Immunology,1320,13,2,1129
3869_1735,3,3,1,Good text 1,Fun,Bad text 4,Boring,CS2105,Research and Statistical Methods I,1810,18,1,1834
38851_765,4,1,5,Good text 1,Fun,Bad text 4,Boring,LSM2103,Introduction to Politics,1710,17,1,15555
40041_1184,2,1,3,Good text 1,Fun,Bad text 4,Boring,NM3215,Laboratory Techniques in Life Sciences,1610,16,1,1004
40062_442,4,4,3,Good text 1,Fun,Bad text 4,Boring,NCC1001,Social Work: A Heart-Head-Hand Connection,520,5,2,1027
40338_1521,3,1,1,Good text 1,Fun,Bad text 4,Boring,EC2303,Science of Music,810,8,1,1380
4141_469,3,2,2,Good text 1,Fun,Bad text 4,Boring,CS1101C,Business Communication for Leaders (BBA),1610,16,1,1164
43442_1245,3,3,2,Good text 1,Fun,Bad text 4,Boring,SSB2216,Anatomy and Physiology I,1110,11,1,1217
44875_1459,2,2,3,Good text 1,Fun,Bad text 4,Boring,CS1102,Mechanical Systems Design,1810,18,1,15257
44979_1007,2,3,2,Good text 1,Fun,Bad text 4,Boring,HR2002,HeadStart Module (A Career Development Programme),1810,18,1,1188
45838_92,3,2,2,Good text 1,Fun,Bad text 4,Boring,PS1101E,StepUp Module (A Career Development Programme),1520,15,2,15554
46067_1296,2,4,2,Good text 1,Fun,Bad text 4,Boring,LSM2101,Statics And Mechanics Of Materials,1210,12,1,1919
46131_1917,4,1,2,Good text 1,Fun,Bad text 4,Boring,CM1502,Living with Mathematics,1730,17,3,1242
46442_871,3,5,4,Good text 1,Fun,Bad text 4,Boring,SSA2204,Fundamentals of Biochemistry,810,8,1,1027
47458_400,5,4,2,Good text 1,Fun,Bad text 4,Boring,PC2232,Circuit and Systems Design Lab,420,4,2,1049
49763_875,2,1,1,Good text 1,Fun,Bad text 4,Boring,MA1512,Electronic Devices,1520,15,2,1215
51242_1517,3,1,5,Good text 1,Fun,Bad text 4,Boring,LAB1201,Introduction to Japanese Studies,520,5,2,1074
52421_1461,1,1,3,Good text 1,Fun,Bad text 4,Boring,ME2114,Law Of Torts,1010,10,1,1522
52848_235,3,3,3,Good text 1,Fun,Bad text 4,Boring,MA1521,Intermediate Fluid Mechanics,1620,16,2,5729
56944_219,5,5,3,Good text 1,Fun,Bad text 4,Boring,EC3102,Manufacturing Processes,1730,17,3,2062
580_1564,1,2,5,Good text 1,Fun,Bad text 4,Boring,GER1000,Programming Methodology,820,8,2,1099
58172_681,4,1,3,Good text 1,Fun,Bad text 4,Boring,EE2012,Mathematical Analysis I,1320,13,2,1259
58473_316,2,5,1,Good text 1,Fun,Bad text 4,Boring,SSS1207,Physics in the Life Sciences,1720,17,2,1292
58514_915,4,1,5,Good text 1,Fun,Bad text 4,Boring,LC1016,Fundamental Concepts of Mathematics,1810,18,1,1487
5906_41,2,1,1,Good text 1,Fun,Bad text 4,Boring,JS1101E,Software Engineering,1410,14,1,1140
59590_462,5,5,4,Good text 1,Fun,Bad text 4,Boring,BSP2001,Genes and Society,1110,11,1,1704
61608_1443,5,2,1,Good text 1,Fun,Bad text 4,Boring,EG1109,Computer Organisation,1320,13,2,1457
62019_1385,4,3,4,Good text 1,Fun,Bad text 4,Boring,EG1108,Linear Algebra I,1010,10,1,1004
6720_1977,3,1,4,Good text 1,Fun,Bad text 4,Boring,PC1142,Pharmacology 1,1210,12,1,1042
6905_1997,5,3,5,Good text 1,Fun,Bad text 4,Boring,MA2101,Darwin and Evolution,910,9,1,1293
8320_1623,1,3,5,Good text 1,Fun,Bad text 4,Boring,LC2004,Accounting Information Systems,1020,10,2,2132
8742_1600,2,5,1,Good text 1,Fun,Bad text 4,Boring,LAK2201,Human Factors Engineering,1120,11,2,1284
9460_68,3,2,2,Good text 1,Fun,Bad text 4,Boring,IT1005,Basic Applied Mathematics for Sciences,1730,17,3,1683
10636_380,1,3,3,Good text 10,Interesting,Bad text 4,Boring,PF1102,Mathematical Analysis II,1210,12,1,1627
11147_1071,3,2,2,Good text 10,Interesting,Bad text 4,Boring,DSC2006,Managerial Economics,720,7,2,15257
11835_1965,1,4,1,Good text 10,Interesting,Bad text 4,Boring,IE2110,Personality & Individual Differences,1620,16,2,1501
12318_569,5,5,5,Good text 10,Interesting,Bad text 4,Boring,MA1506,Mathematics II,1520,15,2,1305
12399_1182,1,5,3,Good text 10,Interesting,Bad text 4,Boring,GEK1002,Medical Sociology,1510,15,1,2075
12591_1181,1,1,3,Good text 10,Interesting,Bad text 4,Boring,EC1101E,Changing Landscapes of Singapore,1510,15,1,3000
12614_36,3,3,4,Good text 10,Interesting,Bad text 4,Boring,LSM1401,Data Structures and Algorithms I,1520,15,2,1028
12728_1344,1,5,5,Good text 10,Interesting,Bad text 4,Boring,ACC1002X,Roots and Wings - Personal and Interpersonal Effectiveness 1.0,810,8,1,3960
1324_1675,5,5,5,Good text 10,Interesting,Bad text 4,Boring,MA1102R,Southeast Asia: A Changing Region,940,9,4,5746
1378_253,3,1,3,Good text 10,Interesting,Bad text 4,Boring,FIN2004,Singapore Society,1410,14,1,1116
14620_295,2,4,5,Good text 10,Interesting,Bad text 4,Boring,ME3101,Linear Algebra II,1210,12,1,1053
14790_715,3,3,2,Good text 10,Interesting,Bad text 4,Boring,FIN3103A,Pharmacology,1720,17,2,1549
14869_329,3,1,4,Good text 10,Interesting,Bad text 4,Boring,ACC2002,Introduction to Economic Analysis,820,8,2,2491
1508_474,5,5,1,Good text 10,Interesting,Bad text 4,Boring,EC3101,Statistics for Life Sciences,1700,17,0,1781
15466_741,1,5,1,Good text 10,Interesting,Bad text 4,Boring,EL1101E,General Biology,520,5,2,1604
15469_301,2,2,4,Good text 10,Interesting,Bad text 4,Boring,FAS1101,Financial Economics I,720,7,2,1071
15545_1077,2,1,5,Good text 10,Interesting,Bad text 4,Boring,LC1003,Organic Chemistry for Engineers,1210,12,1,5941
16489_251,2,1,5,Good text 10,Interesting,Bad text 4,Boring,SN1101E,Government and Politics of Singapore,1610,16,1,1627
16681_974,4,2,1,Good text 10,Interesting,Bad text 4,Boring,SW2104,Organic Chemistry 1,1630,16,3,1295
17116_828,3,4,5,Good text 10,Interesting,Bad text 4,Boring,ACC1002,B.Eng. Dissertation,1810,18,1,1012
17284_559,2,3,3,Good text 10,Interesting,Bad text 4,Boring,EG1109,Computer Organisation,1640,16,4,1136
18255_230,3,3,1,Good text 10,Interesting,Bad text 4,Boring,PL3235,Quantitative Methods for Economic Analysis,1520,15,2,1627
19184_1882,4,5,4,Good text 10,Interesting,Bad text 4,Boring,GER1000,Programming Methodology,920,9,2,1017
19500_1803,4,1,5,Good text 10,Interesting,Bad text 4,Boring,CS1010E,Principles of Marketing,1420,14,2,1241
20560_217,2,2,2,Good text 10,Interesting,Bad text 4,Boring,PL3236,French 1,1520,15,2,1997
20710_84,2,1,3,Good text 10,Interesting,Bad text 4,Boring,EC1101E,Changing Landscapes of Singapore,820,8,2,1061
20724_669,4,5,2,Good text 10,Interesting,Bad text 4,Boring,BSP1004,Probability,910,9,1,9957
20854_242,3,1,5,Good text 10,Interesting,Bad text 4,Boring,PL3232,Programming for Computer Interfaces,1720,17,2,1104
20966_125,3,1,1,Good text 10,Interesting,Bad text 4,Boring,PC1326,French 2,1420,14,2,1020
21427_697,4,5,4,Good text 10,Interesting,Bad text 4,Boring,SSA1202,Engineering & Uncertainty Analyses,510,5,1,1085
2149_120,1,3,1,Good text 10,Interesting,Bad text 4,Boring,CS1010,Developmental Psychology,720,7,2,1092
21910_1407,5,1,1,Good text 10,Interesting,Bad text 4,Boring,LC3001A,Global Issues,1630,16,3,1587
22617_1678,5,1,1,Good text 10,Interesting,Bad text 4,Boring,LSM1401,Data Structures and Algorithms I,1120,11,2,1046
22620_1085,2,5,2,Good text 10,Interesting,Bad text 4,Boring,EC2102,Understanding the Universe,1010,10,1,1439
23929_220,4,5,1,Good text 10,Interesting,Bad text 4,Boring,PY1106,Qualitative Communication Research Methods,1020,10,2,1046
25130_1893,1,3,5,Good text 10,Interesting,Bad text 4,Boring,MA1301,Molecular Biology,810,8,1,1791
25151_1769,3,4,2,Good text 10,Interesting,Bad text 4,Boring,NM3219,Information Systems Applications,1110,11,1,1247
25984_781,1,2,5,Good text 10,Interesting,Bad text 4,Boring,EC1301,Financial Accounting,1010,10,1,2190
26895_503,3,3,4,Good text 10,Interesting,Bad text 4,Boring,TR2201,REAL ESTATE ECONOMICS,920,9,2,12673
28508_1831,5,5,3,Good text 10,Interesting,Bad text 4,Boring,MA1101R,Making Sense of Society,810,8,1,3105
28678_1594,3,4,5,Good text 10,Interesting,Bad text 4,Boring,LSM1101,"Communications, New Media and Society",830,8,3,1399
30411_629,2,4,1,Good text 10,Interesting,Bad text 4,Boring,BMA5009,Chemical Engineering Process Laboratory III,1520,15,2,1357
32115_835,4,3,4,Good text 10,Interesting,Bad text 4,Boring,ME2114,Law Of Torts,1520,15,2,1146
3293_266,5,1,4,Good text 10,Interesting,Bad text 4,Boring,EG2401,Principles of Economics,1610,16,1,1035
32938_1192,5,2,2,Good text 10,Interesting,Bad text 4,Boring,SSA2204,Fundamentals of Biochemistry,1520,15,2,1180
33812_973,3,4,5,Good text 10,Interesting,Bad text 4,Boring,CFG1010,Engineering Professionalism,1610,16,1,1129
33994_1515,4,2,1,Good text 10,Interesting,Bad text 4,Boring,EC2102,Understanding the Universe,1630,16,3,1571
37278_701,3,2,4,Good text 10,Interesting,Bad text 4,Boring,PL3234,Industrial Attachment Programme,1510,15,1,8475
37345_1441,5,2,5,Good text 10,Interesting,Bad text 4,Boring,CN2116,Chinese 1,1010,10,1,1891
38375_133,3,4,4,Good text 10,Interesting,Bad text 4,Boring,MNO1001X,Introduction to Media Writing,1720,17,2,1157
38942_52,5,4,3,Good text 10,Interesting,Bad text 4,Boring,PL3239,Popular Culture in Singapore,1640,16,4,1393
39865_1519,4,5,1,Good text 10,Interesting,Bad text 4,Boring,IS2103,Human Physiology - Hormones and Health,610,6,1,1041
41232_379,2,1,5,Good text 10,Interesting,Bad text 4,Boring,CS1231,Nation-Building in Singapore,1610,16,1,1326
41401_377,5,3,3,Good text 10,Interesting,Bad text 4,Boring,LC1003,Organic Chemistry for Engineers,1510,15,1,1739
43295_963,1,5,4,Good text 10,Interesting,Bad text 4,Boring,GEK1505,Introductory Materials Science And Engineering,1210,12,1,1699
44383_778,4,5,4,Good text 10,Interesting,Bad text 4,Boring,CS1231,Nation-Building in Singapore,1530,15,3,1031
44383_778,3,2,3,Good text 10,Interesting,Bad text 4,Boring,LSM3212,Engineering Electromagnetics,1530,15,3,8456
44409_934,2,5,3,Good text 10,Interesting,Bad text 4,Boring,EG1108,Linear Algebra I,1310,13,1,2273
44761_860,5,3,2,Good text 10,Interesting,Bad text 4,Boring,PF1102,Mathematical Analysis II,610,6,1,1098
47263_869,2,5,1,Good text 10,Interesting,Bad text 4,Boring,CS2102,Mechanics Of Machines,1030,10,3,1092
473_1243,3,3,1,Good text 10,Interesting,Bad text 4,Boring,CS2106,Econometrics I,1710,17,1,2132
47346_577,4,3,5,Good text 10,Interesting,Bad text 4,Boring,CFG1001,Einstein's Universe & Quantum Weirdness,1720,17,2,1787
47563_967,1,3,4,Good text 10,Interesting,Bad text 4,Boring,LSM3223,Entrepreneurship,1110,11,1,1030
49172_1237,4,3,4,Good text 10,Interesting,Bad text 4,Boring,CS2100,The Evolution of a Global City-State,710,7,1,12673
4925_861,2,1,5,Good text 10,Interesting,Bad text 4,Boring,GEK1045,Molecular Cell Biology,720,7,2,1013
51597_1361,2,3,1,Good text 10,Interesting,Bad text 4,Boring,SC2212,Financial Markets,1210,12,1,1186
52290_1261,4,2,2,Good text 10,Interesting,Bad text 4,Boring,LSM3223,Entrepreneurship,1140,11,4,1337
52421_1461,3,5,5,Good text 10,Interesting,Bad text 4,Boring,ES1301,Nature and Society,1010,10,1,9957
54649_1130,1,1,3,Good text 10,Interesting,Bad text 4,Boring,SSA2204,Fundamentals of Biochemistry,1620,16,2,5746
55554_1165,4,2,1,Good text 10,Interesting,Bad text 4,Boring,CS1010E,Principles of Marketing,1320,13,2,1575
55893_1529,3,4,2,Good text 10,Interesting,Bad text 4,Boring,LAJ2202,Mechanics of Materials,920,9,2,1025
56210_260,4,3,4,Good text 10,Interesting,Bad text 4,Boring,CH1101E,Management Science,820,8,2,1043
56285_1910,4,4,5,Good text 10,Interesting,Bad text 4,Boring,ME2135,Digital Fundamentals,1220,12,2,14859
5760_814,3,3,5,Good text 10,Interesting,Bad text 4,Boring,EC2102,Understanding the Universe,920,9,2,1249
59105_1738,4,4,4,Good text 10,Interesting,Bad text 4,Boring,CS1231,Nation-Building in Singapore,1620,16,2,1818
59478_664,3,2,1,Good text 10,Interesting,Bad text 4,Boring,LSM1102,Discrete Structures,710,7,1,1174
6111_1453,2,1,4,Good text 10,Interesting,Bad text 4,Boring,EE2006,Hydraulics,810,8,1,15258
61159_495,4,4,2,Good text 10,Interesting,Bad text 4,Boring,HR2002,HeadStart Module (A Career Development Programme),1710,17,1,1679
6582_183,5,1,4,Good text 10,Interesting,Bad text 4,Boring,EG1108,Linear Algebra I,1310,13,1,5121
7857_1556,3,5,5,Good text 10,Interesting,Bad text 4,Boring,BSP1005,Physics IIE,1420,14,2,1304
7950_1075,1,1,5,Good text 10,Interesting,Bad text 4,Boring,EG2401,Principles of Economics,1220,12,2,1880
989_1789,1,1,1,Good text 10,Interesting,Bad text 4,Boring,LC2009,Inorganic Chemistry 2,1210,12,1,1002
10780_1371,3,5,2,Good text 11,Useful,Bad text 4,Boring,MS1102E,University Scholars Seminar,1810,18,1,1081
11436_1730,4,5,5,Good text 11,Useful,Bad text 4,Boring,DSC1007,Process Modeling And Numerical Simulation,1040,10,4,1152
12318_791,3,4,1,Good text 11,Useful,Bad text 4,Boring,LAJ2201,Managerial Accounting,1210,12,1,1556
1247_1446,2,3,2,Good text 11,Useful,Bad text 4,Boring,GEK1520,Understand'g Uncertainty & Stats Think'g,1010,10,1,1424
12541_1762,4,3,1,Good text 11,Useful,Bad text 4,Boring,LC1004,Asia and the Modern World,1320,13,2,1440
13016_118,3,1,3,Good text 11,Useful,Bad text 4,Boring,EE2021,Intercultural Communication,1310,13,1,15258
14355_383,4,2,2,Good text 11,Useful,Bad text 4,Boring,BSP1703,Measurement (Building Works),1200,12,0,5121
14851_122,3,3,4,Good text 11,Useful,Bad text 4,Boring,CM1502,Living with Mathematics,1710,17,1,1186
15015_364,2,2,2,Good text 11,Useful,Bad text 4,Boring,SC2214,GRADUATE RESEARCH SEMINAR,1530,15,3,1668
15463_1062,3,2,2,Good text 11,Useful,Bad text 4,Boring,CM1501,Critical Thinking And Writing,710,7,1,2209
18166_359,5,2,3,Good text 11,Useful,Bad text 4,Boring,CS1101C,Business Communication for Leaders (BBA),1520,15,2,1082
18463_150,1,3,1,Good text 11,Useful,Bad text 4,Boring,ACC1002X,Roots and Wings - Personal and Interpersonal Effectiveness 1.0,1610,16,1,1060
18914_201,4,3,5,Good text 11,Useful,Bad text 4,Boring,SSA2202,Japanese 2,910,9,1,2044
18938_1452,5,2,3,Good text 11,Useful,Bad text 4,Boring,CN2125,Microbiology,1720,17,2,1123
21089_1934,5,5,2,Good text 11,Useful,Bad text 4,Boring,GEK1527,Legal Environment Of Business,820,8,2,1464
22486_551,1,3,4,Good text 11,Useful,Bad text 4,Boring,PS2237,Emerging Technologies in Electrical Engineering,910,9,1,1849
24095_1763,4,4,1,Good text 11,Useful,Bad text 4,Boring,EG2401,Principles of Economics,1130,11,3,1022
24234_688,4,2,3,Good text 11,Useful,Bad text 4,Boring,PC1144,Engineering Mathematics II,1420,14,2,4521
24626_549,2,4,1,Good text 11,Useful,Bad text 4,Boring,DP1001,Mathematics I,1010,10,1,1304
25193_494,2,2,2,Good text 11,Useful,Bad text 4,Boring,LAM1201,Human Development over the Lifespan,1310,13,1,1116
25212_418,5,1,3,Good text 11,Useful,Bad text 4,Boring,CN1111,Physical Chemistry 1,1740,17,4,1114
25520_1570,2,1,5,Good text 11,Useful,Bad text 4,Boring,GER1000,Programming Methodology,1310,13,1,1392
26279_349,2,2,5,Good text 11,Useful,Bad text 4,Boring,EG1109,Computer Organisation,1120,11,2,1622
26798_642,1,5,4,Good text 11,Useful,Bad text 4,Boring,ME2114,Law Of Torts,810,8,1,1437
28413_1808,4,4,3,Good text 11,Useful,Bad text 4,Boring,PL3232,Programming for Computer Interfaces,810,8,1,1011
28822_1273,5,2,1,Good text 11,Useful,Bad text 4,Boring,EE2007,Geopolitics:Geographies of War & Peace,1510,15,1,1479
2949_142,1,4,1,Good text 11,Useful,Bad text 4,Boring,BN3301,Ordinary Differential Equations,1510,15,1,3142
29965_1610,4,4,1,Good text 11,Useful,Bad text 4,Boring,LSM1103,Principles of Mechanical Eng. Materials,720,7,2,1147
31454_652,2,2,5,Good text 11,Useful,Bad text 4,Boring,IS1105,Visualisation in Design and Technology,1810,18,1,1398
3293_266,5,3,4,Good text 11,Useful,Bad text 4,Boring,HR2002,HeadStart Module (A Career Development Programme),1610,16,1,1228
33553_1755,1,2,2,Good text 11,Useful,Bad text 4,Boring,CFG1000,Strength of Materials,1730,17,3,15556
34132_1710,5,3,3,Good text 11,Useful,Bad text 4,Boring,EC3303,Bahasa Indonesia 1,1220,12,2,1006
35410_1913,1,2,3,Good text 11,Useful,Bad text 4,Boring,PC1327,IS Innovations in Organisations and Society,810,8,1,1033
35890_365,2,3,1,Good text 11,Useful,Bad text 4,Boring,GET1008,Contemporary Social Issues in Singapore,620,6,2,1521
36811_1866,3,3,1,Good text 11,Useful,Bad text 4,Boring,EE6999,The Biophysical Environment of Singapore,1720,17,2,1869
37100_1774,3,1,1,Good text 11,Useful,Bad text 4,Boring,CM1111,Design Project,1120,11,2,1658
37187_721,4,4,5,Good text 11,Useful,Bad text 4,Boring,LSM2102,Biodiversity,1810,18,1,1175
37502_1106,4,1,3,Good text 11,Useful,Bad text 4,Boring,ES1601,Engineering Visualization & Modeling,620,6,2,1048
37990_628,4,3,5,Good text 11,Useful,Bad text 4,Boring,EC3303,Bahasa Indonesia 1,1320,13,2,1250
38039_866,3,5,1,Good text 11,Useful,Bad text 4,Boring,GEK1046,Singapore's Foreign Policy,1210,12,1,15555
38901_1721,1,1,5,Good text 11,Useful,Bad text 4,Boring,LAB1201,Introduction to Japanese Studies,1110,11,1,1549
